时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-232331,1,Z,-000003.4
20250120-232331,3,X,-000005.0
20250120-232331,3,Z,+000002.7
20250120-232331,4,X,-000003.9
20250120-232331,4,Y,-000006.2
20250120-232331,6,Y,-000002.8
20250120-232331,6,Z,-000004.8
20250120-232331,7,Z,+000002.9
20250120-232331,9,Y,-000002.6
20250120-232331,10,Y,-000005.0
20250120-232331,10,Z,-000006.5
20250120-232331,11,X,-000004.4
20250120-232331,11,Y,-000003.9
20250120-232331,11,Z,+000004.4
20250120-232331,12,Z,+000004.2
20250120-232331,13,X,-000002.6
20250120-232331,13,Y,+000003.9
20250120-232331,13,Z,-000002.8
20250120-232331,14,Z,+000003.9
20250120-232331,15,Y,+000002.9
20250120-232332,0,Z,-000004.0
20250120-232332,2,X,+000003.7
20250120-232332,2,Y,+000003.5
20250120-232332,3,X,+000002.8
20250120-232332,3,Y,+000002.8
20250120-232332,4,X,+000007.8
20250120-232332,4,Y,+000008.9
20250120-232332,5,Z,-000004.5
20250120-232332,6,Z,-000003.3
20250120-232332,7,Z,-000002.9
20250120-232332,9,X,-000004.1
20250120-232332,10,X,+000003.2
20250120-232332,10,Y,-000003.8
20250120-232332,10,Z,-000002.6
20250120-232332,11,Z,+000004.0
20250120-232332,12,Y,+000002.8
20250120-232332,13,Y,+000006.3
20250120-232332,14,Y,-000005.0
20250120-232332,15,Z,-000003.8
20250120-232333,0,X,+000006.4
20250120-232333,1,Z,+000003.6
20250120-232333,2,X,+000004.5
20250120-232333,3,X,+000003.5
20250120-232333,3,Y,+000003.9
20250120-232333,4,X,+000004.3
20250120-232333,5,Y,+000006.1
20250120-232333,8,Y,+000005.3
20250120-232333,9,Y,-000002.6
20250120-232333,9,Z,-000003.3
20250120-232333,10,Y,-000005.0
20250120-232333,11,X,-000005.1
20250120-232333,11,Y,-000002.7
20250120-232333,11,Z,+000002.9
20250120-232333,12,Z,+000006.6
20250120-232333,13,Y,-000005.0
20250120-232333,14,Z,-000003.9
20250120-232334,1,Y,-000002.8
20250120-232334,4,X,-000004.2
20250120-232334,4,Z,+000003.8
20250120-232334,6,Z,+000002.6
20250120-232334,7,X,-000004.7
20250120-232334,7,Y,+000002.9
20250120-232334,8,Y,+000004.1
20250120-232334,9,X,-000002.6
20250120-232334,10,Y,+000002.8
20250120-232334,11,X,-000003.6
20250120-232334,12,Z,-000003.9
20250120-232334,13,Y,-000005.4
20250120-232334,14,Y,-000004.6
20250120-232334,15,X,+000004.8
20250120-232334,15,Y,-000004.1
20250120-232335,0,Z,+000004.1
20250120-232335,1,X,-000003.5
20250120-232335,1,Y,-000003.6
20250120-232335,2,Y,+000005.5
20250120-232335,2,Z,-000003.0
20250120-232335,4,X,+000006.6
20250120-232335,5,X,+000002.9
20250120-232335,5,Y,-000009.0
20250120-232335,5,Z,-000007.6
20250120-232335,6,X,+000004.1
20250120-232335,7,X,-000003.1
20250120-232335,7,Z,-000004.0
20250120-232335,8,X,+000005.4
20250120-232335,8,Z,+000003.4
20250120-232335,9,X,+000005.2
20250120-232335,9,Y,-000003.8
20250120-232335,9,Z,-000006.8
20250120-232335,10,X,-000002.6
20250120-232335,10,Z,+000003.2
20250120-232335,12,X,-000003.7
20250120-232335,13,X,+000003.6
20250120-232335,13,Y,+000004.7
20250120-232335,13,Z,-000003.2
20250120-232335,15,X,+000002.9
20250120-232335,15,Y,+000003.3
20250120-232336,0,Z,-000003.6
20250120-232336,1,X,-000003.5
20250120-232336,1,Y,-000002.8
20250120-232336,3,X,+000004.7
20250120-232336,3,Z,-000009.3
20250120-232336,4,X,+000003.9
20250120-232336,5,Y,+000005.7
20250120-232336,6,X,+000002.9
20250120-232336,8,X,-000003.1
20250120-232336,8,Y,-000003.7
20250120-232336,9,X,+000003.7
20250120-232336,10,X,+000004.4
20250120-232336,10,Y,-000002.7
20250120-232336,11,X,-000004.0
20250120-232336,11,Y,-000005.0
20250120-232336,11,Z,-000002.6
20250120-232336,12,Y,-000003.4
20250120-232336,12,Z,-000004.3
20250120-232336,13,Z,-000003.2
20250120-232336,14,X,-000002.9
20250120-232336,14,Y,+000005.1
20250120-232336,15,Z,-000005.8
20250120-232337,0,X,-000005.6
20250120-232337,0,Y,+000003.1
20250120-232337,1,X,+000005.9
20250120-232337,2,X,+000005.3
20250120-232337,3,X,+000003.5
20250120-232337,4,Y,-000003.5
20250120-232337,5,X,-000002.5
20250120-232337,5,Y,+000003.8
20250120-232337,6,X,-000004.9
20250120-232337,7,Y,-000007.1
20250120-232337,7,Z,+000002.6
20250120-232337,8,X,+000003.8
20250120-232337,10,Z,-000005.3
20250120-232337,11,X,+000004.2
20250120-232337,11,Z,+000003.2
20250120-232337,12,Y,-000004.2
20250120-232337,12,Z,+000008.9
20250120-232337,13,X,-000003.4
20250120-232337,13,Z,+000005.8
20250120-232338,0,Z,+000004.5
20250120-232338,1,Z,-000003.4
20250120-232338,3,Z,-000007.4
20250120-232338,4,X,-000003.9
20250120-232338,4,Y,+000003.1
20250120-232338,5,X,-000003.7
20250120-232338,5,Z,-000005.7
20250120-232338,6,X,-000006.8
20250120-232338,7,X,+000003.8
20250120-232338,8,X,+000003.1
20250120-232338,8,Y,-000002.9
20250120-232338,9,X,+000002.9
20250120-232338,10,Y,-000005.4
20250120-232338,11,X,-000003.6
20250120-232338,11,Z,+000004.4
20250120-232338,13,X,-000004.2
20250120-232338,15,X,+000003.6
20250120-232338,15,Y,-000003.3
20250120-232338,15,Z,-000004.2
20250120-232338,10,Y,-000002.6
20250120-232339,0,Y,-000006.2
20250120-232339,0,Z,+000003.0
20250120-232339,1,X,-000003.8
20250120-232339,1,Z,+000005.1
20250120-232339,2,Z,+000004.0
20250120-232339,3,Y,-000003.5
20250120-232339,3,Z,-000007.4
20250120-232339,4,Z,+000005.3
20250120-232339,5,X,-000005.2
20250120-232339,5,Z,-000003.4
20250120-232339,6,Z,-000002.9
20250120-232339,7,X,+000002.7
20250120-232339,7,Y,-000004.4
20250120-232339,8,X,+000004.6
20250120-232339,10,Z,-000008.4
20250120-232339,11,Y,+000003.9
20250120-232339,11,Z,-000008.4
20250120-232339,12,Z,-000002.8
20250120-232339,13,X,-000003.4
20250120-232339,14,Y,-000003.5
20250120-232339,15,X,-000003.0
20250120-232339,15,Z,+000007.4
20250120-232340,1,Y,+000004.2
20250120-232340,1,Z,-000003.8
20250120-232340,2,Y,-000003.8
20250120-232340,2,Z,+000008.3
20250120-232340,3,X,-000006.2
20250120-232340,3,Z,+000007.0
20250120-232340,5,X,-000004.8
20250120-232340,5,Y,+000004.5
20250120-232340,6,X,-000002.9
20250120-232340,6,Y,+000005.4
20250120-232340,6,Z,+000003.7
20250120-232340,7,X,-000003.1
20250120-232340,9,Z,-000003.7
20250120-232340,10,Y,-000004.2
20250120-232340,12,X,+000004.4
20250120-232340,13,Y,+000004.3
20250120-232340,14,X,-000006.0
20250120-232340,14,Y,-000003.5
20250120-232340,15,Z,+000002.7
20250120-232341,0,X,-000006.4
20250120-232341,0,Y,+000005.1
20250120-232341,0,Z,+000004.1
20250120-232341,1,X,+000003.1
20250120-232341,2,Y,+000008.6
20250120-232341,5,X,-000003.7
20250120-232341,5,Z,-000003.4
20250120-232341,6,X,+000006.4
20250120-232341,9,Y,+000004.4
20250120-232341,10,Z,-000003.8
20250120-232341,11,X,+000003.4
20250120-232341,11,Z,+000006.7
20250120-232341,12,X,+000003.7
20250120-232341,12,Y,-000004.6
20250120-232341,12,Z,+000004.2
20250120-232341,14,X,-000007.5
20250120-232341,14,Z,-000007.0
20250120-232341,15,Z,-000003.1
20250120-232342,0,X,+000002.5
20250120-232342,1,Y,-000005.1
20250120-232342,1,Z,-000003.4
20250120-232342,2,X,-000006.0
20250120-232342,2,Y,-000004.2
20250120-232342,3,X,-000002.7
20250120-232342,3,Y,+000003.5
20250120-232342,3,Z,-000005.5
20250120-232342,4,Y,+000003.1
20250120-232342,5,X,-000004.1
20250120-232342,5,Z,-000002.6
20250120-232342,6,X,-000003.3
20250120-232342,6,Y,+000002.6
20250120-232342,7,Y,+000005.7
20250120-232342,8,Y,+000004.5
20250120-232342,9,Y,-000003.0
20250120-232342,10,Y,-000002.7
20250120-232342,11,X,-000006.7
20250120-232342,11,Y,-000002.7
20250120-232342,12,Z,+000006.2
20250120-232342,13,Z,+000004.6
20250120-232342,14,Y,-000002.7
20250120-232342,14,Z,-000007.7
20250120-232343,1,X,+000004.3
20250120-232343,1,Y,-000006.3
20250120-232343,1,Z,-000002.7
20250120-232343,3,Y,-000006.6
20250120-232343,4,Y,+000006.6
20250120-232343,5,Y,+000002.6
20250120-232343,5,Z,-000005.3
20250120-232343,7,Y,-000002.9
20250120-232343,8,Y,+000004.5
20250120-232343,10,X,+000003.6
20250120-232343,11,X,-000007.1
20250120-232343,12,X,+000006.0
20250120-232343,12,Z,-000004.3
20250120-232343,13,Y,+000002.8
20250120-232343,13,Z,-000006.3
20250120-232343,14,Y,-000003.9
20250120-232343,14,Z,-000003.5
20250120-232343,15,Y,+000003.6
20250120-232344,0,X,+000002.9
20250120-232344,0,Z,-000005.2
20250120-232344,1,X,-000003.1
20250120-232344,1,Y,+000004.2
20250120-232344,1,Z,+000002.8
20250120-232344,2,Y,-000003.1
20250120-232344,2,Z,+000004.0
20250120-232344,4,X,+000002.7
20250120-232344,4,Y,-000003.1
20250120-232344,4,Z,+000002.6
20250120-232344,5,Z,-000004.1
20250120-232344,6,Y,+000005.7
20250120-232344,7,Y,-000004.4
20250120-232344,7,Z,+000002.6
20250120-232344,8,X,-000006.6
20250120-232344,8,Y,+000002.5
20250120-232344,9,Y,-000005.3
20250120-232344,10,X,-000005.3
20250120-232344,10,Y,-000005.0
20250120-232344,10,Z,+000003.2
20250120-232344,11,X,-000002.8
20250120-232344,11,Z,+000004.4
20250120-232344,12,Z,+000007.0
20250120-232344,13,X,-000004.2
20250120-232344,13,Z,+000004.6
20250120-232344,14,X,-000003.3
20250120-232345,0,X,-000005.6
20250120-232345,0,Y,-000003.1
20250120-232345,1,X,-000003.8
20250120-232345,1,Y,-000003.2
20250120-232345,3,Y,-000008.1
20250120-232345,4,X,-000005.0
20250120-232345,4,Y,-000004.7
20250120-232345,5,X,-000004.1
20250120-232345,5,Y,-000005.5
20250120-232345,6,Z,-000005.6
20250120-232345,7,Y,+000006.1
20250120-232345,7,Z,+000002.9
20250120-232345,8,Y,-000005.2
20250120-232345,8,Z,+000005.3
20250120-232345,9,X,-000005.7
20250120-232345,9,Y,-000008.4
20250120-232345,9,Z,-000002.9
20250120-232345,10,Y,-000003.5
20250120-232345,11,X,+000002.6
20250120-232345,12,Y,+000007.0
20250120-232345,13,Y,+000009.7
20250120-232345,15,Y,-000005.7
20250120-232345,15,Z,+000004.3
20250120-232346,0,X,-000002.5
20250120-232346,1,X,+000005.9
20250120-232346,2,X,-000002.9
20250120-232346,4,Y,+000003.5
20250120-232346,4,Z,-000002.8
20250120-232346,5,X,-000003.7
20250120-232346,6,Z,-000002.9
20250120-232346,8,X,-000005.9
20250120-232346,8,Z,+000003.4
20250120-232346,9,X,+000005.2
20250120-232346,9,Y,-000003.4
20250120-232346,9,Z,+000004.4
20250120-232346,10,X,-000003.0
20250120-232346,10,Y,-000005.0
20250120-232346,10,Z,-000003.4
20250120-232346,12,Z,+000003.5
20250120-232346,13,Y,-000006.6
20250120-232346,13,Z,+000005.8
20250120-232346,15,Y,-000002.6
20250120-232346,0,X,-000002.6
20250120-232347,0,X,-000006.0
20250120-232347,0,Y,+000003.5
20250120-232347,0,Z,+000005.3
20250120-232347,1,Z,-000005.4
20250120-232347,2,X,-000006.0
20250120-232347,3,X,+000005.9
20250120-232347,3,Y,-000008.1
20250120-232347,3,Z,-000005.1
20250120-232347,4,X,+000003.9
20250120-232347,4,Y,-000005.1
20250120-232347,5,X,+000002.9
20250120-232347,5,Y,-000006.3
20250120-232347,6,Y,+000002.6
20250120-232347,7,X,+000003.1
20250120-232347,7,Z,+000003.3
20250120-232347,8,Y,+000003.3
20250120-232347,8,Z,+000004.9
20250120-232347,9,Y,-000003.0
20250120-232347,10,Y,-000005.4
20250120-232347,10,Z,-000004.1
20250120-232347,11,Z,-000003.4
20250120-232347,12,X,-000004.1
20250120-232347,13,X,-000003.8
20250120-232347,14,Y,+000002.7
20250120-232348,0,X,-000003.3
20250120-232348,0,Y,+000003.1
20250120-232348,1,X,+000006.6
20250120-232348,1,Z,-000002.7
20250120-232348,2,Z,+000004.4
20250120-232348,3,Y,+000003.9
20250120-232348,4,X,+000003.9
20250120-232348,4,Z,+000004.1
20250120-232348,5,Y,+000006.5
20250120-232348,6,X,+000007.2
20250120-232348,9,Z,+000003.3
20250120-232348,10,X,+000008.2
20250120-232348,10,Y,-000004.2
20250120-232348,13,Z,-000003.5
20250120-232348,15,Z,-000005.4
20250120-232349,0,X,-000002.6
20250120-232349,0,Z,+000003.4
20250120-232349,1,Z,-000002.7
20250120-232349,2,Y,+000002.8
20250120-232349,3,X,+000003.1
20250120-232349,4,Z,+000003.0
20250120-232349,6,X,+000008.7
20250120-232349,6,Z,-000004.4
20250120-232349,7,Z,+000007.2
20250120-232349,8,X,+000003.8
20250120-232349,8,Y,-000003.3
20250120-232349,9,X,-000005.3
20250120-232349,9,Z,+000002.9
20250120-232349,10,X,-000003.4
20250120-232349,11,Y,-000005.8
20250120-232349,12,X,+000004.4
20250120-232349,14,Z,+000005.1
20250120-232349,15,Y,-000004.1
20250120-232350,0,X,-000002.5
20250120-232350,0,Z,+000003.4
20250120-232350,1,X,-000004.2
20250120-232350,1,Y,-000005.5
20250120-232350,3,X,-000004.6
20250120-232350,3,Z,+000002.7
20250120-232350,4,X,-000003.1
20250120-232350,4,Y,-000003.5
20250120-232350,4,Z,-000003.6
20250120-232350,5,X,-000004.5
20250120-232350,5,Y,+000006.1
20250120-232350,5,Z,+000003.6
20250120-232350,6,X,+000002.5
20250120-232350,7,X,-000006.6
20250120-232350,7,Z,+000004.9
20250120-232350,8,Z,+000003.8
20250120-232350,9,Z,-000002.9
20250120-232350,12,X,+000003.3
20250120-232350,13,Z,-000006.3
20250120-232350,14,Y,-000003.5
20250120-232351,2,Y,-000007.7
20250120-232351,4,X,+000003.1
20250120-232351,4,Y,+000005.0
20250120-232351,4,Z,+000002.6
20250120-232351,6,Y,+000003.0
20250120-232351,6,Z,-000006.0
20250120-232351,7,X,-000003.1
20250120-232351,7,Y,-000003.3
20250120-232351,8,Y,+000002.9
20250120-232351,8,Z,+000002.6
20250120-232351,9,Y,-000003.8
20250120-232351,10,Y,-000004.6
20250120-232351,10,Z,-000004.1
20250120-232351,11,Z,+000002.9
20250120-232351,12,X,-000002.9
20250120-232351,12,Y,-000005.0
20250120-232351,12,Z,+000002.7
20250120-232351,14,Z,-000005.0
20250120-232351,15,X,+000002.9
20250120-232351,15,Y,+000004.4
20250120-232353,0,Z,+000008.0
20250120-232353,1,Y,-000004.0
20250120-232353,2,Y,-000004.2
20250120-232353,2,Z,-000003.3
20250120-232353,3,X,-000003.1
20250120-232353,4,Z,-000003.6
20250120-232353,5,X,+000002.9
20250120-232353,5,Y,-000004.8
20250120-232353,5,Z,-000003.4
20250120-232353,6,X,-000003.3
20250120-232353,6,Z,-000003.6
20250120-232353,9,Y,-000003.8
20250120-232353,10,Z,-000002.6
20250120-232353,11,Y,+000006.2
20250120-232353,11,Z,+000003.2
20250120-232353,12,Z,+000003.5
20250120-232353,13,Z,+000005.8
20250120-232353,14,X,-000003.3
20250120-232353,14,Z,+000004.3
20250120-232353,15,Z,-000003.8
20250120-232354,0,X,-000002.5
20250120-232354,0,X,-000006.8
20250120-232354,0,Z,-000005.6
20250120-232354,1,Y,-000007.5
20250120-232354,2,X,-000002.9
20250120-232354,2,Y,-000003.8
20250120-232354,3,X,-000002.7
20250120-232354,4,X,+000003.5
20250120-232354,4,Y,-000003.5
20250120-232354,5,Y,+000007.6
20250120-232354,5,Z,+000003.2
20250120-232354,6,X,-000003.3
20250120-232354,6,Y,-000004.7
20250120-232354,6,Z,+000006.4
20250120-232354,7,Y,+000002.9
20250120-232354,8,X,-000003.1
20250120-232354,9,Z,+000006.4
20250120-232354,10,X,+000003.6
20250120-232354,10,Z,+000004.4
20250120-232354,11,Y,+000004.7
20250120-232354,13,Z,-000004.3
20250120-232354,14,X,+000003.3
20250120-232354,15,X,+000004.4
20250120-232354,15,Z,+000003.1
20250120-232355,2,X,+000004.9
20250120-232355,2,Y,-000004.6
20250120-232355,2,Z,+000004.0
20250120-232355,3,Y,-000004.2
20250120-232355,4,X,-000003.9
20250120-232355,4,Y,+000003.9
20250120-232355,5,Y,+000003.8
20250120-232355,6,X,+000002.5
20250120-232355,6,Y,+000003.4
20250120-232355,7,X,+000003.5
20250120-232355,7,Y,-000005.6
20250120-232355,8,Z,-000005.2
20250120-232355,9,X,-000003.7
20250120-232355,9,Y,+000004.0
20250120-232355,10,X,+000005.5
20250120-232355,10,Y,+000003.1
20250120-232355,11,X,+000003.0
20250120-232355,11,Z,+000003.6
20250120-232355,13,X,-000005.3
20250120-232355,13,Z,-000003.2
20250120-232355,14,X,+000003.3
20250120-232355,14,Y,-000003.9
20250120-232355,14,Z,-000002.7
20250120-232356,0,X,-000002.9
20250120-232356,0,Z,-000011.0
20250120-232356,1,X,-000003.5
20250120-232356,1,Y,-000002.8
20250120-232356,2,Z,-000004.5
20250120-232356,3,X,+000005.5
20250120-232356,3,Y,-000004.2
20250120-232356,5,X,-000005.6
20250120-232356,6,Z,-000003.3
20250120-232356,8,X,+000002.7
20250120-232356,8,Y,-000002.5
20250120-232356,9,X,+000002.9
20250120-232356,9,Y,-000008.0
20250120-232356,11,X,-000003.2
20250120-232356,11,Y,-000004.3
20250120-232356,14,Z,+000005.1
20250120-232356,15,Y,+000004.0
20250120-232356,15,Z,-000003.8
20250120-232357,0,Z,+000004.9
20250120-232357,1,Y,+000002.6
20250120-232357,2,Y,+000005.1
20250120-232357,3,X,-000004.6
20250120-232357,3,Z,+000002.7
20250120-232357,4,X,-000003.1
20250120-232357,7,Y,+000002.9
20250120-232357,7,Z,-000003.6
20250120-232357,8,X,-000004.3
20250120-232357,8,Z,-000004.0
20250120-232357,9,X,-000003.3
20250120-232357,9,Y,-000006.9
20250120-232357,10,X,+000003.2
20250120-232357,10,Z,-000005.3
20250120-232357,11,X,-000002.8
20250120-232357,12,Z,-000003.1
20250120-232357,13,Z,-000003.2
20250120-232357,15,Y,+000004.4
20250120-232357,15,Z,+000005.1
20250120-232358,0,X,-000003.7
20250120-232358,0,Y,-000005.4
20250120-232358,0,Z,-000004.4
20250120-232358,2,X,+000003.0
20250120-232358,2,Z,+000005.2
20250120-232358,3,X,+000004.3
20250120-232358,4,X,-000002.7
20250120-232358,4,Y,-000003.9
20250120-232358,4,Z,+000002.6
20250120-232358,8,Y,+000005.6
20250120-232358,9,Z,+000005.6
20250120-232358,10,X,+000003.6
20250120-232358,10,Z,+000004.4
20250120-232358,11,Z,-000004.9
20250120-232358,12,Y,-000005.8
20250120-232358,13,Z,+000005.8
20250120-232358,14,X,+000003.0
20250120-232358,14,Z,-000003.1
20250120-232359,0,X,-000003.7
20250120-232359,0,Y,+000005.8
20250120-232359,1,Y,+000003.4
20250120-232359,1,Z,-000003.4
20250120-232359,4,Z,+000002.6
20250120-232359,5,Z,-000002.6
20250120-232359,6,X,+000002.9
20250120-232359,6,Z,-000004.0
20250120-232359,8,Z,+000003.4
20250120-232359,9,X,+000004.4
20250120-232359,9,Z,+000003.6
20250120-232359,10,X,-000005.3
20250120-232359,10,Y,-000004.6
20250120-232359,10,Z,-000002.6
20250120-232359,11,X,+000002.6
20250120-232359,12,Y,-000003.8
20250120-232359,12,Z,+000004.6
20250120-232359,13,Y,-000004.2
